adjectives,answer,image_file,noun_lemma,people,qa_id,question,question_phrase,relevant,type
black,black hair found,2413360.jpg,hair,guy,254974,why is guy with black hair,black hair,1,attribute
black,no black hair found,2395126.jpg,hair,guy,-254974,why is guy with black hair,black hair,0,attribute
pink,pink jacket found,2413343.jpg,jacket,person,255020,how come person has on pink jacket,pink jacket,1,attribute
pink,no pink jacket found,1592019.jpg,jacket,person,-255020,how come person has on pink jacket,pink jacket,0,attribute
pink,pink jacket found,2413343.jpg,coat,girl,255022,why is asian girl in a pink coat and white pants,pink jacket,1,attribute
pink,no pink jacket found,2400125.jpg,coat,girl,-255022,why is asian girl in a pink coat and white pants,pink jacket,0,attribute
long,long hair found,2413343.jpg,hair,woman,255026,how come young woman with long hair,long hair,1,attribute
long,no long hair found,2378472.jpg,hair,woman,-255026,how come young woman with long hair,long hair,0,attribute
white,white shoe found,2413339.jpg,shoe,boy,255060,how come boy has on white shoe,white shoe,1,attribute
white,no white shoe found,2316691.jpg,shoe,boy,-255060,how come boy has on white shoe,white shoe,0,attribute
"short,brown",short brown hair found,2413329.jpg,hair,man,255088,where is man with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,1023.jpg,hair,man,-255088,where is man with short brown hair,short brown hair,0,attribute
"short,brown",short brown hair found,2413329.jpg,hair,man,255090,where is man with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2385217.jpg,hair,man,-255090,where is man with short brown hair,short brown hair,0,attribute
white,white shoe found,2413328.jpg,shoe,woman,255100,what is the woman has on white shoes looking at,white shoe,1,attribute
white,no white shoe found,2361065.jpg,shoe,woman,-255100,what is the woman has on white shoes looking at,white shoe,0,attribute
white,white dress found,2413325.jpg,dress,man,255112,how tall is man in white dress shirt and dark pants,white dress,1,attribute
white,no white dress found,2400697.jpg,dress,man,-255112,how tall is man in white dress shirt and dark pants,white dress,0,attribute
short,short hair found,2413321.jpg,hair,man,255130,where is a man with short hair going,short hair,1,attribute
short,no short hair found,2372807.jpg,hair,man,-255130,where is a man with short hair going,short hair,0,attribute
blue,blue jacket found,2413319.jpg,jacket,boy,255136,what person has on a blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2387754.jpg,jacket,boy,-255136,what person has on a blue jacket,blue jacket,0,attribute
white,white shirt found,2413297.jpg,shirt,man,255182,where is man in a white shirt holding disc,white shirt,1,attribute
white,no white shirt found,2395560.jpg,shirt,man,-255182,where is man in a white shirt holding disc,white shirt,0,attribute
green,green jacket found,2413288.jpg,jacket,man,255194,what person is dressed in a green jacket,green jacket,1,attribute
green,no green jacket found,1592885.jpg,jacket,man,-255194,what person is dressed in a green jacket,green jacket,0,attribute
red,red shirt found,2413280.jpg,shirt,boy,255206,where is boy dressed in red shirt,red shirt,1,attribute
red,no red shirt found,2337754.jpg,shirt,boy,-255206,where is boy dressed in red shirt,red shirt,0,attribute
green,green jacket found,2413266.jpg,jacket,woman,255218,what size is the green jacket on the woman,green jacket,1,attribute
green,no green jacket found,2355618.jpg,jacket,woman,-255218,what size is the green jacket on the woman,green jacket,0,attribute
green,green jacket found,2413259.jpg,jacket,person,255226,what size is the green jacket on a person,green jacket,1,attribute
green,no green jacket found,2410517.jpg,jacket,person,-255226,what size is the green jacket on a person,green jacket,0,attribute
striped,striped shirt found,2413251.jpg,shirt,boy,255236,why is the person in a blue striped shirt,striped shirt,1,attribute
striped,no striped shirt found,2376889.jpg,shirt,boy,-255236,why is the person in a blue striped shirt,striped shirt,0,attribute
blond,blond hair found,2413250.jpg,hair,girl,255238,why is the the blond hair of the girl,blond hair,1,attribute
blond,no blond hair found,2334884.jpg,hair,girl,-255238,why is the the blond hair of the girl,blond hair,0,attribute
black,black shirt found,2413247.jpg,shirt,man,255246,why is man has on shorts and a black shirt,black shirt,1,attribute
black,no black shirt found,2330371.jpg,shirt,man,-255246,why is man has on shorts and a black shirt,black shirt,0,attribute
"short,brown",short brown hair found,2413238.jpg,hair,woman,255250,why is woman with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2401258.jpg,hair,woman,-255250,why is woman with short brown hair,short brown hair,0,attribute
"short,brown",short brown hair found,2413238.jpg,hair,woman,255254,where is woman with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2375682.jpg,hair,woman,-255254,where is woman with short brown hair,short brown hair,0,attribute
long,long hair found,2413231.jpg,hair,man,255288,how come man with long hair is airborn,long hair,1,attribute
long,no long hair found,2334942.jpg,hair,man,-255288,how come man with long hair is airborn,long hair,0,attribute
black,black boot found,2413229.jpg,boot,woman,255300,how tall is woman dressed in black boots,black boot,1,attribute
black,no black boot found,1592573.jpg,boot,woman,-255300,how tall is woman dressed in black boots,black boot,0,attribute
black,black dress found,2413226.jpg,dress,girl,255306,how come girl is wearing black dress,black dress,1,attribute
black,no black dress found,2331066.jpg,dress,girl,-255306,how come girl is wearing black dress,black dress,0,attribute
black,black pant found,2413226.jpg,pant,lady,255308,why is the person with black pants,black pant,1,attribute
black,no black pant found,2318162.jpg,pant,lady,-255308,why is the person with black pants,black pant,0,attribute
white,white jacket found,2413210.jpg,coat,person,255332,what size is the white coat on person,white jacket,1,attribute
white,no white jacket found,2339507.jpg,coat,person,-255332,what size is the white coat on person,white jacket,0,attribute
white,white shirt found,2413205.jpg,shirt,boy,255350,where is the boy is wearing a white shirt going,white shirt,1,attribute
white,no white shirt found,2416073.jpg,shirt,boy,-255350,where is the boy is wearing a white shirt going,white shirt,0,attribute
white,white jacket found,2413191.jpg,jacket,woman,255360,why is woman dressed in a white jacket,white jacket,1,attribute
white,no white jacket found,2342608.jpg,jacket,woman,-255360,why is woman dressed in a white jacket,white jacket,0,attribute
red,red jacket found,2413191.jpg,jacket,person,255362,what is a person in red jacket near,red jacket,1,attribute
red,no red jacket found,2370528.jpg,jacket,person,-255362,what is a person in red jacket near,red jacket,0,attribute
white,white dress found,2413189.jpg,dress,girl,255370,what is the girl wears a white dress looking towards,white dress,1,attribute
white,no white dress found,2349762.jpg,dress,girl,-255370,what is the girl wears a white dress looking towards,white dress,0,attribute
long,long hair found,2413189.jpg,hair,girl,255374,where is the girl has long hair going,long hair,1,attribute
long,no long hair found,1592602.jpg,hair,girl,-255374,where is the girl has long hair going,long hair,0,attribute
black,black shirt found,2413187.jpg,shirt,boy,255384,what is the little boy is wearing a black shirt doing,black shirt,1,attribute
black,no black shirt found,2385092.jpg,shirt,boy,-255384,what is the little boy is wearing a black shirt doing,black shirt,0,attribute
black,black suit found,2413187.jpg,suit,man,255386,where is a man in a black suit is crossing the street behind the boy going,black suit,1,attribute
black,no black suit found,2342138.jpg,suit,man,-255386,where is a man in a black suit is crossing the street behind the boy going,black suit,0,attribute
black,black suit found,2413183.jpg,suit,man,255396,where is man wearing black suit jacket,black suit,1,attribute
black,no black suit found,2321050.jpg,suit,man,-255396,where is man wearing black suit jacket,black suit,0,attribute
plaid,plaid shirt found,2413159.jpg,shirt,man,255410,how come man in a plaid shirt,plaid shirt,1,attribute
plaid,no plaid shirt found,2589.jpg,shirt,man,-255410,how come man in a plaid shirt,plaid shirt,0,attribute
black,black boot found,2413158.jpg,boot,woman,255414,why is the person has on black boots,black boot,1,attribute
black,no black boot found,2384591.jpg,boot,woman,-255414,why is the person has on black boots,black boot,0,attribute
black,black shirt found,2413152.jpg,shirt,woman,255428,where is woman in a black shirt,black shirt,1,attribute
black,no black shirt found,1121.jpg,shirt,woman,-255428,where is woman in a black shirt,black shirt,0,attribute
curly,curly hair found,2413152.jpg,hair,woman,255430,how come woman with curly hair,curly hair,1,attribute
curly,no curly hair found,2384691.jpg,hair,woman,-255430,how come woman with curly hair,curly hair,0,attribute
blue,blue shirt found,2413143.jpg,shirt,boy,255450,why is the person in a blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2413531.jpg,shirt,boy,-255450,why is the person in a blue shirt,blue shirt,0,attribute
white,white shirt found,2413140.jpg,shirt,man,255458,who has on a white shirt,white shirt,1,attribute
white,no white shirt found,2417542.jpg,shirt,man,-255458,who has on a white shirt,white shirt,0,attribute
blond,blond hair found,2413138.jpg,hair,child,255464,what person has blonde hair,blond hair,1,attribute
blond,no blond hair found,3691.jpg,hair,child,-255464,what person has blonde hair,blond hair,0,attribute
grey,gray hair found,2413130.jpg,hair,man,255472,how come man with grey hair,gray hair,1,attribute
grey,no gray hair found,2320922.jpg,hair,man,-255472,how come man with grey hair,gray hair,0,attribute
black,black jacket found,2413130.jpg,jacket,lady,255474,where is lady holding black jacket,black jacket,1,attribute
black,no black jacket found,127.jpg,jacket,lady,-255474,where is lady holding black jacket,black jacket,0,attribute
blue,blue shirt found,2413105.jpg,shirt,man,255502,why is man wearing blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2320001.jpg,shirt,man,-255502,why is man wearing blue shirt,blue shirt,0,attribute
black,black boot found,2413078.jpg,boot,person,255538,where is a person dressed in a black boot going,black boot,1,attribute
black,no black boot found,2355267.jpg,boot,person,-255538,where is a person dressed in a black boot going,black boot,0,attribute
black,black dress found,2413076.jpg,dress,lady,255544,how come lady is wearing black dress,black dress,1,attribute
black,no black dress found,2360037.jpg,dress,lady,-255544,how come lady is wearing black dress,black dress,0,attribute
white,white pant found,2413056.jpg,pant,woman,255584,how tall is woman has on white pants and blue top,white pant,1,attribute
white,no white pant found,2359404.jpg,pant,woman,-255584,how tall is woman has on white pants and blue top,white pant,0,attribute
green,green jacket found,2413042.jpg,jacket,person,255628,what is a person with a light green jacket looking at,green jacket,1,attribute
green,no green jacket found,2353786.jpg,jacket,person,-255628,what is a person with a light green jacket looking at,green jacket,0,attribute
blue,blue jacket found,2413041.jpg,jacket,man,255636,who has a blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2358386.jpg,jacket,man,-255636,who has a blue jacket,blue jacket,0,attribute
black,black pant found,2413041.jpg,pant,man,255640,how come man in black pants,black pant,1,attribute
black,no black pant found,2357254.jpg,pant,man,-255640,how come man in black pants,black pant,0,attribute
pink,pink shirt found,2413031.jpg,shirt,woman,255654,who is in a pink shirt,pink shirt,1,attribute
pink,no pink shirt found,2374951.jpg,shirt,woman,-255654,who is in a pink shirt,pink shirt,0,attribute
white,white jacket found,2413028.jpg,jacket,person,255662,where is the person has a white jacket going,white jacket,1,attribute
white,no white jacket found,2316898.jpg,jacket,person,-255662,where is the person has a white jacket going,white jacket,0,attribute
white,white sneaker found,2413027.jpg,sneaker,lady,255666,what is the lady has on white sneakers have,white sneaker,1,attribute
white,no white sneaker found,2326130.jpg,sneaker,lady,-255666,what is the lady has on white sneakers have,white sneaker,0,attribute
white,white shoe found,2413027.jpg,shoe,lady,255670,what is the lady has white shoes doing,white shoe,1,attribute
white,no white shoe found,713904.jpg,shoe,lady,-255670,what is the lady has white shoes doing,white shoe,0,attribute
red,red jacket found,2413015.jpg,jacket,man,255702,how come man with red jacket with one white stripe,red jacket,1,attribute
red,no red jacket found,2338323.jpg,jacket,man,-255702,how come man with red jacket with one white stripe,red jacket,0,attribute
"short,brown",short brown hair found,2413014.jpg,hair,man,255712,who has short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,1283.jpg,hair,man,-255712,who has short brown hair,short brown hair,0,attribute
blue,blue hat found,2412975.jpg,hat,girl,255780,how tall is girl is in a blue hat,blue hat,1,attribute
blue,no blue hat found,2370299.jpg,hat,girl,-255780,how tall is girl is in a blue hat,blue hat,0,attribute
blue,blue shirt found,2412973.jpg,shirt,man,255790,why is man with a light blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2372587.jpg,shirt,man,-255790,why is man with a light blue shirt,blue shirt,0,attribute
brown,brown hair found,2412965.jpg,hair,woman,255830,why is woman has medium length brown hair,brown hair,1,attribute
brown,no brown hair found,3998.jpg,hair,woman,-255830,why is woman has medium length brown hair,brown hair,0,attribute
blue,blue jean found,2412960.jpg,jean,lady,255872,why is the person in blue jeans strolls across the beach,blue jean,1,attribute
blue,no blue jean found,2401622.jpg,jean,lady,-255872,why is the person in blue jeans strolls across the beach,blue jean,0,attribute
red,red hat found,2412958.jpg,hat,person,255874,why is the person with a red hat,red hat,1,attribute
red,no red hat found,2404369.jpg,hat,person,-255874,why is the person with a red hat,red hat,0,attribute
black,black dress found,2412955.jpg,dress,man,255876,how come man has on black dress,black dress,1,attribute
black,no black dress found,1502.jpg,dress,man,-255876,how come man has on black dress,black dress,0,attribute
red,red hair found,2412949.jpg,hair,boy,255890,where is little boy with red hair,red hair,1,attribute
red,no red hair found,2335752.jpg,hair,boy,-255890,where is little boy with red hair,red hair,0,attribute
blue,blue shirt found,2412945.jpg,shirt,man,255906,where is man with blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2341213.jpg,shirt,man,-255906,where is man with blue shirt,blue shirt,0,attribute
red,red hat found,2412938.jpg,hat,player,255908,where is player wears red hat,red hat,1,attribute
red,no red hat found,2350597.jpg,hat,player,-255908,where is player wears red hat,red hat,0,attribute
white,white dress found,2412936.jpg,dress,man,255922,why is man is wearing white dress,white dress,1,attribute
white,no white dress found,285641.jpg,dress,man,-255922,why is man is wearing white dress,white dress,0,attribute
black,black pant found,2412896.jpg,pant,girl,255950,why is girl with black pants,black pant,1,attribute
black,no black pant found,2384950.jpg,pant,girl,-255950,why is girl with black pants,black pant,0,attribute
gray,gray jacket found,2412875.jpg,jacket,man,255978,who has on a blue and gray jacket,gray jacket,1,attribute
gray,no gray jacket found,2336570.jpg,jacket,man,-255978,who has on a blue and gray jacket,gray jacket,0,attribute
white,white sneaker found,2412872.jpg,sneaker,person,255982,how big is the the white sneakers of a person,white sneaker,1,attribute
white,no white sneaker found,2329102.jpg,sneaker,person,-255982,how big is the the white sneakers of a person,white sneaker,0,attribute
plaid,plaid shirt found,2412862.jpg,shirt,man,256026,how come man has on plaid shirt and jeans,plaid shirt,1,attribute
plaid,no plaid shirt found,2338615.jpg,shirt,man,-256026,how come man has on plaid shirt and jeans,plaid shirt,0,attribute
red,red hat found,2412858.jpg,hat,girl,256044,what person is dressed in a red hat,red hat,1,attribute
red,no red hat found,2412243.jpg,hat,girl,-256044,what person is dressed in a red hat,red hat,0,attribute
white,white shoe found,2412858.jpg,shoe,man,256046,why is the white shoes on a man,white shoe,1,attribute
white,no white shoe found,2368232.jpg,shoe,man,-256046,why is the white shoes on a man,white shoe,0,attribute
red,red hat found,2412858.jpg,hat,woman,256050,why is woman in a red hat,red hat,1,attribute
red,no red hat found,2398873.jpg,hat,woman,-256050,why is woman in a red hat,red hat,0,attribute
curly,curly hair found,2412845.jpg,hair,boy,256080,why is the person has curly hair,curly hair,1,attribute
curly,no curly hair found,2338726.jpg,hair,boy,-256080,why is the person has curly hair,curly hair,0,attribute
black,black boot found,2412834.jpg,boot,man,256084,why is man in black boot,black boot,1,attribute
black,no black boot found,2342797.jpg,boot,man,-256084,why is man in black boot,black boot,0,attribute
black,black boot found,2412834.jpg,boot,man,256088,who is dressed in black boots,black boot,1,attribute
black,no black boot found,2343130.jpg,boot,man,-256088,who is dressed in black boots,black boot,0,attribute
black,black shirt found,2412804.jpg,shirt,man,256144,who wears a black shirt,black shirt,1,attribute
black,no black shirt found,2328924.jpg,shirt,man,-256144,who wears a black shirt,black shirt,0,attribute
black,black hair found,2412804.jpg,hair,man,256148,who has black hair,black hair,1,attribute
black,no black hair found,2339699.jpg,hair,man,-256148,who has black hair,black hair,0,attribute
white,white hat found,2412794.jpg,hat,lady,256166,who is in a wide-brimmed white hat,white hat,1,attribute
white,no white hat found,2368566.jpg,hat,lady,-256166,who is in a wide-brimmed white hat,white hat,0,attribute
black,black shirt found,2412772.jpg,shirt,person,256206,how tall is person wears black shirt,black shirt,1,attribute
black,no black shirt found,2349219.jpg,shirt,person,-256206,how tall is person wears black shirt,black shirt,0,attribute
white,white pant found,2412772.jpg,pant,person,256208,how tall is person wears white pants,white pant,1,attribute
white,no white pant found,1592227.jpg,pant,person,-256208,how tall is person wears white pants,white pant,0,attribute
short,short hair found,2412770.jpg,hair,man,256218,where is man has short hair,short hair,1,attribute
short,no short hair found,713441.jpg,hair,man,-256218,where is man has short hair,short hair,0,attribute
dark,dark pant found,2412761.jpg,pant,man,256248,who is wearing dark pants,dark pant,1,attribute
dark,no dark pant found,2348929.jpg,pant,man,-256248,who is wearing dark pants,dark pant,0,attribute
blue,blue hat found,2412753.jpg,hat,man,256274,what is a man in blue hat looking into the sky have,blue hat,1,attribute
blue,no blue hat found,2333939.jpg,hat,man,-256274,what is a man in blue hat looking into the sky have,blue hat,0,attribute
red,red hat found,2412753.jpg,hat,man,256280,who has a red hat on his head,red hat,1,attribute
red,no red hat found,2401926.jpg,hat,man,-256280,who has a red hat on his head,red hat,0,attribute
white,white dress found,2412746.jpg,dress,player,256302,where is a player in white dress who is excited going,white dress,1,attribute
white,no white dress found,2326731.jpg,dress,player,-256302,where is a player in white dress who is excited going,white dress,0,attribute
blue,blue jacket found,2412728.jpg,coat,girl,256324,how come girl in blue coat,blue jacket,1,attribute
blue,no blue jacket found,1592329.jpg,coat,girl,-256324,how come girl in blue coat,blue jacket,0,attribute
yellow,yellow jacket found,2412725.jpg,coat,person,256336,where is a person in the distance in a yellow coat going,yellow jacket,1,attribute
yellow,no yellow jacket found,2384147.jpg,coat,person,-256336,where is a person in the distance in a yellow coat going,yellow jacket,0,attribute
pink,pink shirt found,2412708.jpg,shirt,woman,256356,what is a woman in a pink shirt and a short looking towards,pink shirt,1,attribute
pink,no pink shirt found,2407867.jpg,shirt,woman,-256356,what is a woman in a pink shirt and a short looking towards,pink shirt,0,attribute
black,black hair found,2412692.jpg,hair,man,256376,what is the man has black hair looking towards,black hair,1,attribute
black,no black hair found,1250.jpg,hair,man,-256376,what is the man has black hair looking towards,black hair,0,attribute
blue,blue jacket found,2412682.jpg,jacket,person,256404,what person is in a blue jacket,blue jacket,1,attribute
blue,no blue jacket found,2376156.jpg,jacket,person,-256404,what person is in a blue jacket,blue jacket,0,attribute
red,red hair found,2412679.jpg,hair,girl,256412,where is this girl has red hair going,red hair,1,attribute
red,no red hair found,2338526.jpg,hair,girl,-256412,where is this girl has red hair going,red hair,0,attribute
"short,brown",short brown hair found,2412671.jpg,hair,man,256428,how come man with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2389812.jpg,hair,man,-256428,how come man with short brown hair,short brown hair,0,attribute
dark,dark hair found,2412665.jpg,hair,woman,256434,how tall is woman with dark hair in green shirt,dark hair,1,attribute
dark,no dark hair found,713767.jpg,hair,woman,-256434,how tall is woman with dark hair in green shirt,dark hair,0,attribute
blue,blue hat found,2412651.jpg,hat,man,256458,what is the man is dressed in a blue hat near,blue hat,1,attribute
blue,no blue hat found,2317647.jpg,hat,man,-256458,what is the man is dressed in a blue hat near,blue hat,0,attribute
black,black shirt found,2412643.jpg,shirt,person,256474,why is the person with a black shirt,black shirt,1,attribute
black,no black shirt found,2408840.jpg,shirt,person,-256474,why is the person with a black shirt,black shirt,0,attribute
blue,blue hat found,2412628.jpg,hat,boy,256486,how come boy has on blue hat,blue hat,1,attribute
blue,no blue hat found,2393352.jpg,hat,boy,-256486,how come boy has on blue hat,blue hat,0,attribute
long,long hair found,2412624.jpg,hair,girl,256512,who has long hair,long hair,1,attribute
long,no long hair found,2397514.jpg,hair,girl,-256512,who has long hair,long hair,0,attribute
blue,blue jean found,2412622.jpg,jean,man,256524,"how come older man in a brown jacket , blue jeans and brown shoes",blue jean,1,attribute
blue,no blue jean found,2349487.jpg,jean,man,-256524,"how come older man in a brown jacket , blue jeans and brown shoes",blue jean,0,attribute
black,black suit found,2412570.jpg,suit,man,256594,why is man is dressed in black suit,black suit,1,attribute
black,no black suit found,2362363.jpg,suit,man,-256594,why is man is dressed in black suit,black suit,0,attribute
long,long hair found,2412570.jpg,hair,man,256596,how tall is man with long hair,long hair,1,attribute
long,no long hair found,2329277.jpg,hair,man,-256596,how tall is man with long hair,long hair,0,attribute
green,green shirt found,2412566.jpg,shirt,girl,256604,where is girl wears a green shirt,green shirt,1,attribute
green,no green shirt found,2408135.jpg,shirt,girl,-256604,where is girl wears a green shirt,green shirt,0,attribute
blond,blond hair found,2412565.jpg,hair,boy,256606,what person has blonde hair,blond hair,1,attribute
blond,no blond hair found,2401246.jpg,hair,boy,-256606,what person has blonde hair,blond hair,0,attribute
white,white sneaker found,2412555.jpg,sneaker,woman,256626,where is woman wearing white sneakers,white sneaker,1,attribute
white,no white sneaker found,2336757.jpg,sneaker,woman,-256626,where is woman wearing white sneakers,white sneaker,0,attribute
dark,dark hair found,2412554.jpg,hair,woman,256644,why is woman with dark hair pulled back in bun,dark hair,1,attribute
dark,no dark hair found,2362668.jpg,hair,woman,-256644,why is woman with dark hair pulled back in bun,dark hair,0,attribute
curly,curly hair found,2412502.jpg,hair,girl,256684,where is a girl with a curly hair sitting going,curly hair,1,attribute
curly,no curly hair found,2363534.jpg,hair,girl,-256684,where is a girl with a curly hair sitting going,curly hair,0,attribute
black,black suit found,2412492.jpg,suit,man,256698,what person is dressed in a black suit jacket,black suit,1,attribute
black,no black suit found,2340769.jpg,suit,man,-256698,what person is dressed in a black suit jacket,black suit,0,attribute
black,black dress found,2412484.jpg,dress,man,256700,why is man is wearing black dress,black dress,1,attribute
black,no black dress found,2356569.jpg,dress,man,-256700,why is man is wearing black dress,black dress,0,attribute
purple,purple shirt found,2412483.jpg,shirt,lady,256714,where is a lady in a purple shirt going,purple shirt,1,attribute
purple,no purple shirt found,2416234.jpg,shirt,lady,-256714,where is a lady in a purple shirt going,purple shirt,0,attribute
blue,blue hat found,2412480.jpg,hat,person,256718,what person has on a blue hat,blue hat,1,attribute
blue,no blue hat found,2413230.jpg,hat,person,-256718,what person has on a blue hat,blue hat,0,attribute
brown,brown hair found,2412466.jpg,hair,girl,256742,where is little girl with brown hair cutting out a picture,brown hair,1,attribute
brown,no brown hair found,2355176.jpg,hair,girl,-256742,where is little girl with brown hair cutting out a picture,brown hair,0,attribute
black,black hair found,2412460.jpg,hair,man,256756,what person has black hair,black hair,1,attribute
black,no black hair found,2375693.jpg,hair,man,-256756,what person has black hair,black hair,0,attribute
long,long hair found,2412454.jpg,hair,girl,256778,how tall is small girl with long hair,long hair,1,attribute
long,no long hair found,2366928.jpg,hair,girl,-256778,how tall is small girl with long hair,long hair,0,attribute
black,black hair found,2412450.jpg,hair,man,256790,what person has black hair,black hair,1,attribute
black,no black hair found,2353763.jpg,hair,man,-256790,what person has black hair,black hair,0,attribute
red,red jacket found,2412429.jpg,jacket,man,256808,who is in the back is in a red jacket,red jacket,1,attribute
red,no red jacket found,1591976.jpg,jacket,man,-256808,who is in the back is in a red jacket,red jacket,0,attribute
blue,blue hat found,2412416.jpg,hat,man,256848,how tall is man in a red and blue hat,blue hat,1,attribute
blue,no blue hat found,498251.jpg,hat,man,-256848,how tall is man in a red and blue hat,blue hat,0,attribute
white,white hat found,2412416.jpg,hat,woman,256850,how tall is woman wearing a white hat,white hat,1,attribute
white,no white hat found,2383456.jpg,hat,woman,-256850,how tall is woman wearing a white hat,white hat,0,attribute
blue,blue jean found,2412413.jpg,jean,woman,256852,how tall is woman dressed in blue jeans,blue jean,1,attribute
blue,no blue jean found,2400442.jpg,jean,woman,-256852,how tall is woman dressed in blue jeans,blue jean,0,attribute
grey,gray hair found,2412407.jpg,hair,man,256864,what is a man with grey hair wears a grey jacket doing,gray hair,1,attribute
grey,no gray hair found,2371898.jpg,hair,man,-256864,what is a man with grey hair wears a grey jacket doing,gray hair,0,attribute
brown,brown pant found,2412407.jpg,pant,child,256868,where is a small child wears a red coat with brown pants going,brown pant,1,attribute
brown,no brown pant found,2329755.jpg,pant,child,-256868,where is a small child wears a red coat with brown pants going,brown pant,0,attribute
gray,gray jacket found,2412407.jpg,coat,man,256870,why is the person has on a gray coat,gray jacket,1,attribute
gray,no gray jacket found,2370482.jpg,coat,man,-256870,why is the person has on a gray coat,gray jacket,0,attribute
gray,gray jacket found,2412407.jpg,coat,man,256874,where is old man in a gray coat,gray jacket,1,attribute
gray,no gray jacket found,2344940.jpg,coat,man,-256874,where is old man in a gray coat,gray jacket,0,attribute
pink,pink jacket found,2412407.jpg,jacket,person,256880,where is person with a pink jacket,pink jacket,1,attribute
pink,no pink jacket found,2402435.jpg,jacket,person,-256880,where is person with a pink jacket,pink jacket,0,attribute
grey,gray jacket found,2412407.jpg,coat,man,256882,how tall is man with a grey coat,gray jacket,1,attribute
grey,no gray jacket found,2340823.jpg,coat,man,-256882,how tall is man with a grey coat,gray jacket,0,attribute
blue,blue jacket found,2412407.jpg,coat,person,256886,where is person with a blue coat standing,blue jacket,1,attribute
blue,no blue jacket found,2395417.jpg,coat,person,-256886,where is person with a blue coat standing,blue jacket,0,attribute
blue,blue shirt found,2412405.jpg,shirt,man,256892,where is man wearing blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2353556.jpg,shirt,man,-256892,where is man wearing blue shirt,blue shirt,0,attribute
black,black jacket found,2412366.jpg,jacket,man,256974,what is the man is in a black jacket have,black jacket,1,attribute
black,no black jacket found,2316411.jpg,jacket,man,-256974,what is the man is in a black jacket have,black jacket,0,attribute
yellow,yellow shirt found,2412365.jpg,shirt,man,256980,how tall is man dressed in glasses and a yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2376726.jpg,shirt,man,-256980,how tall is man dressed in glasses and a yellow shirt,yellow shirt,0,attribute
yellow,yellow shirt found,2412365.jpg,shirt,man,256984,where is man wearing a hat and yellow shirt sitting,yellow shirt,1,attribute
yellow,no yellow shirt found,2336667.jpg,shirt,man,-256984,where is man wearing a hat and yellow shirt sitting,yellow shirt,0,attribute
red,red hat found,2412339.jpg,hat,player,257004,how tall is player in a red hat,red hat,1,attribute
red,no red hat found,2373836.jpg,hat,player,-257004,how tall is player in a red hat,red hat,0,attribute
red,red hat found,2412339.jpg,hat,man,257008,where is man dressed in a red hat,red hat,1,attribute
red,no red hat found,2359730.jpg,hat,man,-257008,where is man dressed in a red hat,red hat,0,attribute
curly,curly hair found,2412298.jpg,hair,girl,257050,who is on the left has curly hair,curly hair,1,attribute
curly,no curly hair found,2357055.jpg,hair,girl,-257050,who is on the left has curly hair,curly hair,0,attribute
white,white dress found,2412288.jpg,dress,woman,257090,who is wearing a white dress,white dress,1,attribute
white,no white dress found,2376415.jpg,dress,woman,-257090,who is wearing a white dress,white dress,0,attribute
long,long hair found,2412280.jpg,hair,person,257126,what person has long hair,long hair,1,attribute
long,no long hair found,2326401.jpg,hair,person,-257126,what person has long hair,long hair,0,attribute
blue,blue hat found,2412221.jpg,hat,person,257194,why is person in blue hat,blue hat,1,attribute
blue,no blue hat found,2348100.jpg,hat,person,-257194,why is person in blue hat,blue hat,0,attribute
blue,blue hat found,2412221.jpg,hat,person,257198,why is person in white shirt and blue hat,blue hat,1,attribute
blue,no blue hat found,2335344.jpg,hat,person,-257198,why is person in white shirt and blue hat,blue hat,0,attribute
white,white shirt found,2412221.jpg,shirt,person,257202,why is the person in a white shirt,white shirt,1,attribute
white,no white shirt found,2317336.jpg,shirt,person,-257202,why is the person in a white shirt,white shirt,0,attribute
blue,blue hat found,2412205.jpg,hat,man,257208,why is man dressed in blue hat,blue hat,1,attribute
blue,no blue hat found,2356700.jpg,hat,man,-257208,why is man dressed in blue hat,blue hat,0,attribute
black,black shirt found,2412198.jpg,shirt,person,257220,what is a person in a black shirt looking towards,black shirt,1,attribute
black,no black shirt found,2368662.jpg,shirt,person,-257220,what is a person in a black shirt looking towards,black shirt,0,attribute
red,red jacket found,2412111.jpg,jacket,man,257294,where is a man dressed in a red jacket going,red jacket,1,attribute
red,no red jacket found,1812.jpg,jacket,man,-257294,where is a man dressed in a red jacket going,red jacket,0,attribute
black,black boot found,2412111.jpg,boot,man,257298,why is man has black boots,black boot,1,attribute
